paperid,volume,issue,first_author_affiliation,correspondence_author_affiliation
39232,18,4,"Universidade de Lisboa, Instituto Superior Técnico","Universidade de Lisboa, Instituto Superior Técnico"
39230,18,4,State Key Laboratory of Simulation and Regulation of Water Cycle in River Basin,State Key Laboratory of Simulation and Regulation of Water Cycle in River Basin
39231,18,4,The United Graduate School of Agricultural Sciences,The United Graduate School of Agricultural Sciences
39225,18,4,School of Water Conservancy and Environment,School of Water Conservancy and Environment
39224,18,4,"Water Pollution Load Management Research Division, National Institute of Environmental Research",Department of Regional Infrastructure Engineering
39233,18,4,School of Water Conservancy and Environment,School of Water Conservancy and Environment
39228,18,4,Department of Civil Engineering,Department of Civil Engineering
39226,18,4,Sustainable Management of Natural Resources and Environment Research Group,Sustainable Management of Natural Resources and Environment Research Group
39234,18,4,State Key Laboratory of Pollution Control and Resource Reuse,State Key Laboratory of Pollution Control and Resource Reuse
39229,18,4,Department of Mechanical Engineering,"Department of Technology, Centre of Agreste Region"
39235,18,4,"Department of Hydraulics, Faculty of Engineering Science","Department of Hydraulics, Faculty of Engineering Science"
39237,18,4,College of Water Sciences,College of Water Sciences
39236,18,4,International Water Management Institute,International Water Management Institute
39245,18,4,Department of Urban Studies and Planning,Department of Urban Studies and Planning
39247,18,4,"Faculty of Engineering, Department of Civil Engineering","Faculty of Engineering, Department of Civil Engineering"
39243,18,4,Department of City and Regional Planning,Department of City and Regional Planning
39244,18,4,"Department of Industrial Economics and Technology Management, Faculty of Economics and Management","Department of Industrial Economics and Technology Management, Faculty of Economics and Management"
39238,18,4,"Water Economics Group, Faculty of Economics","Water Economics Group, Faculty of Economics"
39246,18,4,Dipartimento di Ingegneria Civile e Meccanica,Dipartimento di Ingegneria Civile e Meccanica
39248,18,4,Key Laboratory of Integrated Regulation and Resource Development on Shallow Lake of Ministry of Education,Key Laboratory of Integrated Regulation and Resource Development on Shallow Lake of Ministry of Education
39249,18,4,"Division of Microbiology, Department of Pathobiology",Department of Food Microbiology
39251,18,4,"Department of Wildlife, Fisheries and Aquaculture","Department of Wildlife, Fisheries and Aquaculture"
39255,18,4,"Department of Marine Chemistry, Faculty of Marine and Oceanic Sciences","Department of Marine Chemistry, Faculty of Marine and Oceanic Sciences"
39256,18,4,Ministry of Education Key Laboratory of Integrated Regulation and Resource Development on Shallow Lakes,Ministry of Education Key Laboratory of Integrated Regulation and Resource Development on Shallow Lakes
39254,18,4,"Key Laboratory of Groundwater Resources and Environment, Ministry of Education, College of Environment and Resources","Key Laboratory of Groundwater Resources and Environment, Ministry of Education, College of Environment and Resources"
39252,18,4,Alamoudi Water Research Chair,Alamoudi Water Research Chair
39257,18,4,"The University of Queensland, Advanced Water Management Centre","The University of Queensland, Advanced Water Management Centre"
39253,18,4,"Department of Biomedical, Metabolic and Neural Sciences, Section of Public Health","Department of Biomedical, Metabolic and Neural Sciences, Section of Public Health"
39258,18,4,Department of Chemical and Biological Engineering,Department of Chemical and Biological Engineering
39259,18,4,Public Health Unit,Public Health Unit
39262,18,4,"Department of Civil Engineering, Roudehen Branch","Department of Civil Engineering, Roudehen Branch"
39261,18,4,"Department of Civil Engineering, Laboratory of Energy Efficiency in Buildings","Department of Civil Engineering, Laboratory of Energy Efficiency in Buildings"
39287,18,5,"College of Environmental Science and Engineering, Tongji University, Shanghai 200092 China","College of Environmental Science and Engineering, Tongji University, Shanghai 200092 China"
39207,19,1,"Department of Environmental Engineering, Chung Yuan Christian University, Chung-Li, Taiwan, R.O.C.","Department of Environmental Engineering, Chung Yuan Christian University, Chung-Li, Taiwan, R.O.C."
64227,19,4,"Consultant – Adviser to the Water Distribution Directorate of the Electricity and Water Authority of Bahrain, Manama, Kingdom of Bahrain","Consultant – Adviser to the Water Distribution Directorate of the Electricity and Water Authority of Bahrain, Manama, Kingdom of Bahrain"
65355,19,5,"University of Novi Sad, Faculty of Sciences, Department of Chemistry, Biochemistry and Environmental Protection, Trg Dositeja Obradovića 3, 21000 Novi Sad, Republic of Serbia","University of Novi Sad, Faculty of Sciences, Department of Chemistry, Biochemistry and Environmental Protection, Trg Dositeja Obradovića 3, 21000 Novi Sad, Republic of Serbia"
72152,20,2,"School of Environment, College of Engineering, University of Tehran, Tehran Iran","School of Environment, College of Engineering, University of Tehran, Tehran Iran"
76815,20,6,Water Supply,NA
75278,20,7,"University of Sousse, Sousse, Tunisia; Sorbonne Université, Paris, France; and Université de Lausanne, Lausanne, Swiss Confederation","University of Sousse, Sousse, Tunisia; Sorbonne Université, Paris, France; and Université de Lausanne, Lausanne, Swiss Confederation"
75576,20,7,"Department of Geography, University of California, Santa Barbara, California 93106 USA","Department of Irrigation & Reclamation Engineering, Faculty of Agricultural Engineering & Technology, College of Agriculture & Natural Resources, University of Tehran, Karaj, Tehran, Iran"
76765,20,8,"Institute of Research and Development, Duy Tan University, Danang 550000, Vietnam and Faculty of Environmental and Chemical Engineering, Duy Tan University, Danang 550000, Vietnam","Department of Hydraulic and Ocean Engineering, National Cheng Kung University, No. 1, University Rd., Tainan 701, Taiwan"
77782,21,1,"Guru Gobind Singh Indraprastha University, M-54, 2nd floor West Patel Nagar, New Delhi, 110008 India","Guru Gobind Singh Indraprastha University, M-54, 2nd floor West Patel Nagar, New Delhi, 110008 India"
78367,21,2,"Former Research Scholar, Civil Engineering Department, Visvesvaraya National Institute of Technology, Nagpur, Maharashtra, India, 440010","Former Research Scholar, Civil Engineering Department, Visvesvaraya National Institute of Technology, Nagpur, Maharashtra, India, 440010"
79200,21,3,"School of Environment, Liaoning University, No.66, Chongshan Middle Road, Huanggu District, Shenyang, China, 110036","Chinese Academy of Environmental Planning of the Ministry of Ecology and Environment, Beike Chuangye Building, No. 10, Dayangfang, Beiyuan Road, Chaoyang District, Beijing, China, 100012"
79943,21,4,"ENSP/Fiocruz, Rua Leopoldo Bulhões, 1480, Rio de Janeiro, Brasil, CEP: 21.041-210","ENSP/Fiocruz, Rua Leopoldo Bulhões, 1480, Rio de Janeiro, Brasil, CEP: 21.041-210"
83324,22,1,"Environmental Engineering Department, Harran University, Engineering Faculty, Osmanbey Campus, 153 63000, Şanlıurfa Turkey","Environmental Engineering Department, Harran University, Engineering Faculty, Osmanbey Campus, 153 63000, Şanlıurfa Turkey"
83174,22,1,"School of Public Health, Nantong University, Nantong 226019, Jiangsu, People's Republic of China","School of Public Health, Nantong University, Nantong 226019, Jiangsu, People's Republic of China"
86083,22,3,"State Key Laboratory of Hydraulics and Mountain River Engineering, Sichuan University, First Ring Road 24#. Chengdu 610065, People's Republic of China","School of Business, Sichuan University, First Ring Road 24#, Chengdu 610064, People's Republic of China"
86110,22,3,"College of Urban and Rural Construction, Shanxi Agricultural University, Taigu, Shanxi 030801 China","College of Urban and Rural Construction, Shanxi Agricultural University, Taigu, Shanxi 030801 China"
85783,22,3,"College of Civil Engineering and Architecture, Zhejiang University, Hangzhou 310058, People's Republic of China","College of Civil Engineering and Architecture, Zhejiang University, Hangzhou 310058, People's Republic of China"
85673,22,3,"Physics Department, Faculty of Science, Islamic University, Madinah, KSA","Physics Department, Faculty of Science, Islamic University, Madinah, KSA"
85266,22,3,"Department of Environmental Engineering, National I-Lan University, I-Lan City 26047, Taiwan (R.O.C.)","Department of Civil Engineering, National Taipei University of Technology, Taipei City, 106, Taiwan (R.O.C.)"
86980,22,4,"Universidad Autónoma Metropolitana, Unidad Azcapotzalco, Departamento de Energía, Av. San Pablo Xalpa 180, Reynosa Tamaulipas, 02200 Ciudad de México, CDMX","Universidad Autónoma Metropolitana, Unidad Azcapotzalco, Departamento de Energía, Av. San Pablo Xalpa 180, Reynosa Tamaulipas, 02200 Ciudad de México, CDMX"
88251,22,5,"College of Applied Meteorology, Nanjing University of Information Science and Technology, Nanjing 210044, The People's Republic of China","College of Applied Meteorology, Nanjing University of Information Science and Technology, Nanjing 210044, The People's Republic of China"
89184,22,7,"General Education Center, National University of Kaohsiung, Kaohsiung 81148, Taiwan","General Education Center, National University of Kaohsiung, Kaohsiung 81148, Taiwan"
89678,22,8,"School of Chemistry and Chemical Engineering, Heze University, Heze 274015, P. R. China","School of Chemistry and Chemical Engineering, Heze University, Heze 274015, P. R. China"
91257,22,10,"Geotechnical Engineering Department, Nanjing Hydraulic Research Institute, Nanjing, Jiangsu 210024, People's Republic Of China","Geotechnical Engineering Department, Nanjing Hydraulic Research Institute, Nanjing, Jiangsu 210024, People's Republic Of China"
91590,22,11,"Department of Chemistry, Graphic Era Hill University, Dehradun, Uttarakhand, India, 248002","Department of Chemistry, Graphic Era Hill University, Dehradun, Uttarakhand, India, 248002"
91947,22,12,"Département d'Hydraulique, Faculté de Technologie, Université de Bejaia, Bejaia 06000, Algerie (Algeria)","Département d'Hydraulique, Faculté de Technologie, Université de Bejaia, Bejaia 06000, Algerie (Algeria)"
92599,23,1,"Department of Civil Engineering, Delhi Technological University, Delhi, 110042, India.","Department of Civil Engineering, Delhi Technological University, Delhi, 110042, India."
93072,23,2,"Department of Hydraulic Engineering, College of Civil Engineering and Architecture, Zhejiang University, Hangzhou 310058, P.R. China","State Key Laboratory of Hydraulics and Mountain River Engineering, College of Water Resource & Hydropower, Sichuan University, Chengdu 610065, P.R. China"
93576,23,3,"Turkish Water Institute (SUEN) Kucuk Camlica, Libadiye Cd. No: 54, 34696, Uskudar, Istanbul, Turkiye","Turkish Water Institute (SUEN) Kucuk Camlica, Libadiye Cd. No: 54, 34696, Uskudar, Istanbul, Turkiye"
93626,23,3,"Department of Agricultural Structures and Irrigation, Faculty of Agriculture, Cukurova University, Adana, Turkiye","Department of Agricultural Structures and Irrigation, Faculty of Agriculture, Cukurova University, Adana, Turkiye"
94638,23,5,"Research Unit in Water Management, Department of Rural Engineering, Faculty of Agronomy and Agricultural Sciences, University of Dschang, BP: 222, Dschang, West Cameroon","Research Unit in Water Management, Department of Rural Engineering, Faculty of Agronomy and Agricultural Sciences, University of Dschang, BP: 222, Dschang, West Cameroon"
96886,23,9,"Advanced Membrane Technology Research Centre (AMTEC), School of Chemical and Energy Engineering, Faculty of Engineering, Universiti Teknologi Malaysia, 81310 Johor Bahru, Johor","Advanced Membrane Technology Research Centre (AMTEC), School of Chemical and Energy Engineering, Faculty of Engineering, Universiti Teknologi Malaysia, 81310 Johor Bahru, Johor"
100079,24,2,"Geosciences Laboratory, Ibn Tofail University, Kenitra Morocco","Geosciences Laboratory, Ibn Tofail University, Kenitra Morocco"
101476,24,4,"Department of Water Resources, Universidade Federal de Lavras, Campus Universitário, PO Box 3037, Lavras, Minas Gerais, Brazil. ZIP Code: 37.200-900","Department of Water Resources, Universidade Federal de Lavras, Campus Universitário, PO Box 3037, Lavras, Minas Gerais, Brazil. ZIP Code: 37.200-900"
100584,24,4,"School of Economics, Trade and Management, Xinjiang Institute of Technology, No. 1 Xuefu West Road, Aksu City, China","Department of Applied Economics, Fo Guang University, No. 160, Linwei Road, Jiaoxi Township, Yilan County 262, Chinese Taipei"
100732,24,4,"Department of Chemical Engineering and Technology, Faculty of Technology, University of Banja Luka, Stepe Stepanovića 73, Banja Luka 78000, Republic of Srpska, B&H","Department of Chemical Engineering and Technology, Faculty of Technology, University of Banja Luka, Stepe Stepanovića 73, Banja Luka 78000, Republic of Srpska, B&H"
107031,25,3,"Graduate Institute of Environmental Engineering, National Taiwan University, Taipei 106319, Taiwan","Graduate Institute of Environmental Engineering, National Taiwan University, Taipei 106319, Taiwan"
107897,25,5,"Department of Civil and Construction Engineering, National Taiwan University of Science and Technology, Taipei 106335, Taiwan","Department of Civil and Construction Engineering, National Taiwan University of Science and Technology, Taipei 106335, Taiwan"
110455,25,12,"Department of Plant Industry, National Pingtung University of Science and Technology, Pingtung, 912301, Taiwan (R.O.C.)","Department of Plant Industry, National Pingtung University of Science and Technology, Pingtung, 912301, Taiwan (R.O.C.)"
110833,26,2,"Civil Engineering Department, University of Thessaly, Pedion Areos, Volos, 38334 Greece","Civil Engineering Department, University of Thessaly, Pedion Areos, Volos, 38334 Greece"
