paperid,volume,issue,paper_url,journal,title,published_year,is_supp,num_supp,supp_file_type,supp_url,num_authors,first_author_name,first_author_affiliation,first_author_affiliation_country,first_author_orcid,correspondence_author_name,correspondence_author_affiliation,correspondence_author_affiliation_country,correspondence_author_orcid,has_das,das,das_type,das_repo_url,keywords,doi,url_source
1857,2,1,https://iwaponline.com/jwh/article/2/1/37/1857/Detection-of-human-enteric-viruses-in-stream-water,Journal of Water and Health,Detection of human enteric viruses in stream water with RT-PCR and cell culture,2004,FALSE,0,NA,NA,4,Kimberly Denis-Mize,"U.S. Geological Survey, Columbus, OH 43229, USA *Current address: Research & Development, Chiron Corporation, 4560 Horton Street, M/S 4.3, Emeryville, CA 94608, USA",United States of America,NA,G. Shay Fout,"U.S. EPA, Office of Research and Development, National Exposure Research Laboratory, 26 W. Martin Luther King Dr., Cincinnati, OH 45268-1320, USA",United States of America,NA,FALSE,NA,NA,NA,enteric virus; quality control; RT-PCR; stream water,10.2166/wh.2004.0004,iwaponline.com
1858,2,1,https://iwaponline.com/jwh/article/2/1/49/1858/Cyanobacterial-blooms-and-the-presence-of,Journal of Water and Health,Cyanobacterial blooms and the presence of cyanotoxins in small high altitude tropical headwater reservoirs in Kenya,2004,FALSE,0,NA,NA,3,Francis Mwaura,"Department of Geography, University of Nairobi, P.O. Box 30197, GPO 00100, Kenya",Kenya,NA,Francis Mwaura,"Department of Geography, University of Nairobi, P.O. Box 30197, GPO 00100, Kenya",Kenya,NA,FALSE,NA,NA,NA,algal blooms; cyanobacteria; cyanotoxins; endotoxins; eutrophication; microcystin; public health,10.2166/wh.2004.0005,iwaponline.com
1565,2,2,https://iwaponline.com/jwh/article/2/2/59/1565/The-Milwaukee-Cryptosporidium-outbreak-assessment,Journal of Water and Health,The Milwaukee Cryptosporidium outbreak: assessment of incubation time and daily attack rate,2004,FALSE,0,NA,NA,2,Mukul Gupta,"Department of Civil, Architectural and Environmental Engineering, Drexel University, Philadelphia, PA 19104, USA",United States of America,NA,Charles N. Haas,"Department of Civil, Architectural and Environmental Engineering, Drexel University, Philadelphia, PA 19104, USA",United States of America,NA,FALSE,NA,NA,NA,Cryptosporidium; drinking water; mathematical epidemiology; Milwaukee,10.2166/wh.2004.0006,iwaponline.com
1567,2,2,https://iwaponline.com/jwh/article/2/2/71/1567/Diarrhoeal-diseases-in-Nepal-vis-a-vis-water,Journal of Water and Health,Diarrhoeal diseases in Nepal vis-à-vis water supply and sanitation status,2004,FALSE,0,NA,NA,2,Damodar Pokhrel,"Faculty of Engineering, University of Regina, 3737 Wascana Parkway, Regina, SK S4S 0A2, Canada",Canada,NA,Thiruvenkatachari Viraraghavan,"Faculty of Engineering, University of Regina, 3737 Wascana Parkway, Regina, SK S4S 0A2, Canada",Canada,NA,FALSE,NA,NA,NA,diarrhoeal diseases; Nepal; sanitation; water supply,10.2166/wh.2004.0007,iwaponline.com
1568,2,2,https://iwaponline.com/jwh/article/2/2/83/1568/Detection-integration-and-persistence-of,Journal of Water and Health,"Detection, integration and persistence of aeromonads in water distribution pipe biofilms",2004,FALSE,0,NA,NA,3,A.-M. Bomo,"Department of Mathematical Sciences and Technology, Agricultural University of Norway, PO Box 5003, 1432 Ås, Norway",Norway,NA,A.-M. Bomo,"Department of Mathematical Sciences and Technology, Agricultural University of Norway, PO Box 5003, 1432 Ås, Norway",Norway,NA,FALSE,NA,NA,NA,Aeromonas spp.; biofilm; drinking water; pathogen accumulation; recycled water; water distribution pipes,10.2166/wh.2004.0008,iwaponline.com
1569,2,2,https://iwaponline.com/jwh/article/2/2/97/1569/Fate-of-Salmonella-following-application-of-swine,Journal of Water and Health,Fate of Salmonella following application of swine manure to tile-drained clay loam soil,2004,FALSE,0,NA,NA,3,Yashpal S. Malik,"Department of Veterinary Diagnostic Medicine, University of Minnesota, 1333 Gortner Avenue, St. Paul, MN 55108, USA",United States of America,NA,Sagar M. Goyal,"Department of Veterinary Diagnostic Medicine, University of Minnesota, 1333 Gortner Avenue, St. Paul, MN 55108, USA",United States of America,NA,FALSE,NA,NA,NA,clay loam soil; faecal coliforms; F+RNA coliphages; Salmonella anatum; somatic coliphages; swine manure; tile drainage,10.2166/wh.2004.0009,iwaponline.com
1558,2,2,https://iwaponline.com/jwh/article/2/2/103/1558/Non-point-source-pollution-Determination-of,Journal of Water and Health,Non-point source pollution: Determination of replication versus persistence of Escherichia coli in surface water and sediments with correlation of levels to readily measurable environmental parameters,2004,FALSE,0,NA,NA,7,Julie Kinzelman,"City of Racine Health Department, 730 Washington Avenue, Room 8, Racine, WI 53403, USA and College of Health Sciences, University of Wisconsin-Milwaukee, Milwaukee, Wisconsin, USA",United States of America,NA,Julie Kinzelman,"City of Racine Health Department, 730 Washington Avenue, Room 8, Racine, WI 53403, USA and College of Health Sciences, University of Wisconsin-Milwaukee, Milwaukee, Wisconsin, USA",United States of America,NA,FALSE,NA,NA,NA,E. coli; fatty acid analysis; genetic fingerprinting; non-point source pollution; predictive modelling; recreational water quality,10.2166/wh.2004.0010,iwaponline.com
1561,2,2,https://iwaponline.com/jwh/article/2/2/115/1561/Phenotypic-and-genotypic-identification-of,Journal of Water and Health,Phenotypic and genotypic identification of Aeromonas spp. isolated from a chlorinated intermittent water distribution system in Lebanon,2004,FALSE,0,NA,NA,2,Sima Tokajian,"Microbiology and Biotechnology, Lebanese American University, Byblos Campus, PO Box 36 F-80, Byblos, Lebanon",Lebanon,NA,Fuad Hashwa,"Microbiology and Biotechnology, Lebanese American University, Byblos Campus, PO Box 36 F-80, Byblos, Lebanon",Lebanon,NA,FALSE,NA,NA,NA,Aeromonas; antibiotic resistance; drinking water; 16S rDNA sequencing,10.2166/wh.2004.0011,iwaponline.com
1940,2,3,https://iwaponline.com/jwh/article/2/3/123/1940/Optimal-reconstruction-of-historical-water-supply,Journal of Water and Health,Optimal reconstruction of historical water supply to a distribution system: A. Methodology,2004,FALSE,0,NA,NA,7,M. M. Aral,"Multimedia Environmental Simulations Laboratory, School of Civil and Environmental Engineering, Georgia Institute of Technology, Atlanta, Georgia 30332, USA",United States of America,NA,M. M. Aral,"Multimedia Environmental Simulations Laboratory, School of Civil and Environmental Engineering, Georgia Institute of Technology, Atlanta, Georgia 30332, USA",United States of America,NA,FALSE,NA,NA,NA,exposure-dose reconstruction; genetic algorithm; water distribution system,10.2166/wh.2004.0012,iwaponline.com
1941,2,3,https://iwaponline.com/jwh/article/2/3/137/1941/Optimal-reconstruction-of-historical-water-supply,Journal of Water and Health,Optimal reconstruction of historical water supply to a distribution system: B. Applications,2004,FALSE,0,NA,NA,7,M. M. Aral,"Multimedia Environmental Simulations Laboratory, School of Civil and Environmental Engineering, Georgia Institute of Technology, Atlanta, Georgia 30332, USA",United States of America,NA,M. M. Aral,"Multimedia Environmental Simulations Laboratory, School of Civil and Environmental Engineering, Georgia Institute of Technology, Atlanta, Georgia 30332, USA",United States of America,NA,FALSE,NA,NA,NA,exposure-dose reconstruction; genetic algorithm; water distribution system,10.2166/wh.2004.0013,iwaponline.com
1942,2,3,https://iwaponline.com/jwh/article/2/3/157/1942/The-prominence-of-health-in-donor-policy-for-water,Journal of Water and Health,The prominence of health in donor policy for water supply and sanitation: a review,2004,FALSE,0,NA,NA,2,Rebecca Clark,"International Development Centre, University of Oxford, Queen Elizabeth House, 21 St Giles, Oxford OX1 3LA, UK",United Kingdom of Great Britain and Northern Ireland,NA,Rebecca Clark,"International Development Centre, University of Oxford, Queen Elizabeth House, 21 St Giles, Oxford OX1 3LA, UK",United Kingdom of Great Britain and Northern Ireland,NA,FALSE,NA,NA,NA,developing countries; donor policy; health; hygiene; sanitation; water supply,10.2166/wh.2004.0014,iwaponline.com
1943,2,3,https://iwaponline.com/jwh/article/2/3/171/1943/Usefulness-of-monitoring-tropical-streams-for-male,Journal of Water and Health,Usefulness of monitoring tropical streams for male-specific RNA coliphages,2004,FALSE,0,NA,NA,2,Kartini Luther,"1685 Brunswick Drive, Blacksburgh, VA 24060, USA",United States of America,NA,Roger Fujioka,"Water Resources Research Center, University of Hawaii, 2540 Dole Street, Honolulu, HI 96822, USA",United States of America,NA,FALSE,NA,NA,NA,coliphage; faecal indicator bacteria; sewage contamination,10.2166/wh.2004.0015,iwaponline.com
1944,2,3,https://iwaponline.com/jwh/article/2/3/183/1944/Waterfowl-and-the-bacteriological-quality-of,Journal of Water and Health,Waterfowl and the bacteriological quality of amenity ponds,2004,FALSE,0,NA,NA,3,H. H. Abulreesh,"Department of Biological Sciences, University of Hull, Hull HU6 7RX, UK",United Kingdom of Great Britain and Northern Ireland,NA,H. H. Abulreesh,"Department of Biological Sciences, University of Hull, Hull HU6 7RX, UK",United Kingdom of Great Britain and Northern Ireland,NA,FALSE,NA,NA,NA,Escherichia coli; faecal indicators; faecal streptococci; ponds; Salmonella; waterfowl,10.2166/wh.2004.0016,iwaponline.com
1945,2,3,https://iwaponline.com/jwh/article/2/3/191/1945/Cryptosporidium-and-Giardia-in-swimming-pools-in,Journal of Water and Health,Cryptosporidium and Giardia in swimming pools in the Netherlands,2004,FALSE,0,NA,NA,3,F. M. Schets,"National Institute for Public Health and the Environment (RIVM), Microbiological Laboratory for Health Protection, PO Box 1, 3720 BA Bilthoven, The Netherlands",Netherlands,NA,F. M. Schets,"National Institute for Public Health and the Environment (RIVM), Microbiological Laboratory for Health Protection, PO Box 1, 3720 BA Bilthoven, The Netherlands",Netherlands,NA,FALSE,NA,NA,NA,Cryptosporidium; Giardia; infection risk; swimming pool; water quality,10.2166/wh.2004.0017,iwaponline.com
1946,2,3,https://iwaponline.com/jwh/article/2/3/201/1946/Assessment-of-drinking-water-quality-using,Journal of Water and Health,Assessment of drinking water quality using indicator bacteria and bacteriophages,2004,FALSE,0,NA,NA,12,Javier Méndez,"Departamento de Microbiología, Universidad de Barcelona, Avda. Diagonal 645, 08028 Barcelona, Spain",Spain,NA,Francisco Lucena,"Departamento de Microbiología, Universidad de Barcelona, Avda. Diagonal 645, 08028 Barcelona, Spain",Spain,NA,FALSE,NA,NA,NA,bacteria; bacteriophages; chlorine; drinking water; indicators,10.2166/wh.2004.0018,iwaponline.com
1947,2,3,https://iwaponline.com/jwh/article/2/3/215/1947/Erratum-Journal-of-Water-and-Health-2-1-23-36,Journal of Water and Health,"Erratum: Journal of Water and Health 2(1), 23–36: Fluorides in groundwater, soil and infused-black tea and the occurrence of dental fluorosis among school children of the Gaza Strip, B. Shomar, G. Müller, A. Yahya, S. Askar and R. Sansur",2004,FALSE,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,10.2166/wh.2004.0019,iwaponline.com
1859,2,4,https://iwaponline.com/jwh/article/2/4/217/1859/Development-of-a-toolbox-to-assess-microbial,Journal of Water and Health,Development of a toolbox to assess microbial contamination risks in small water systems,2004,FALSE,0,NA,NA,2,Phillip W. Butterfield,"University of Washington, Department of Environmental and Occupational Health Sciences, 4225 Roosevelt Way NE, Suite 100, Seattle, WA 98105, USA",United States of America,NA,Phillip W. Butterfield,"University of Washington, Department of Environmental and Occupational Health Sciences, 4225 Roosevelt Way NE, Suite 100, Seattle, WA 98105, USA",United States of America,NA,FALSE,NA,NA,NA,drinking water; microbial contamination risk; small water systems,10.2166/wh.2004.0020,iwaponline.com
1860,2,4,https://iwaponline.com/jwh/article/2/4/233/1860/Chlorination-by-products-CBPs-in-drinking-water,Journal of Water and Health,Chlorination by-products (CBPs) in drinking water and adverse pregnancy outcomes in Italy,2004,FALSE,0,NA,NA,14,Gabriella Aggazzotti,"Dipartimento di Scienze Igienistiche, Microbiologiche e Biostatistiche, Università degli Studi di Modena e Reggio Emilia, Via Campi 287. 41100 Modena, Italy",Italy,NA,Gabriella Aggazzotti,"Dipartimento di Scienze Igienistiche, Microbiologiche e Biostatistiche, Università degli Studi di Modena e Reggio Emilia, Via Campi 287. 41100 Modena, Italy",Italy,NA,FALSE,NA,NA,NA,chlorination by-products; drinking water; exposure assessment; preterm delivery; small for gestational age,10.2166/wh.2004.0021,iwaponline.com
1861,2,4,https://iwaponline.com/jwh/article/2/4/249/1861/Tracking-the-origin-of-faecal-pollution-in-surface,Journal of Water and Health,Tracking the origin of faecal pollution in surface water: an ongoing project within the European Union research programme,2004,FALSE,0,NA,NA,18,Anicet R. Blanch,"Department of Microbiology, University of Barcelona, Diagonal 645, 08028 Barcelona, Catalonia, Spain",Spain,NA,Anicet R. Blanch,"Department of Microbiology, University of Barcelona, Diagonal 645, 08028 Barcelona, Catalonia, Spain",Spain,NA,FALSE,NA,NA,NA,faecal pollution; microbial indicators; sources; tracking; water,10.2166/wh.2004.0022,iwaponline.com
1862,2,4,https://iwaponline.com/jwh/article/2/4/261/1862/Comparison-of-bacteriophages-for-use-in-iodine,Journal of Water and Health,Comparison of bacteriophages for use in iodine inactivation: batch and continuous flow studies,2004,FALSE,0,NA,NA,3,Gail M. Brion,"Department of Civil Engineering, University of Kentucky, Lexington, KY 40506-0281, USA",United States of America,NA,George L. Marchin,"Division of Biology, Kansas State University, Manhattan, KS 66506-4901, USA",United States of America,NA,FALSE,NA,NA,NA,bacteriophages; disinfection; iodine; inactivation; pentaiodide resin; viral surrogates,10.2166/wh.2004.0023,iwaponline.com
1863,2,4,https://iwaponline.com/jwh/article/2/4/267/1863/The-effectiveness-of-a-multi-spark-electric,Journal of Water and Health,The effectiveness of a multi-spark electric discharge system in the destruction of microorganisms in domestic and industrial wastewaters,2004,FALSE,0,NA,NA,7,A. M. Anpilov,"General Physics Institute of the Russian Academy of Sciences, 38 Vavilov Street, Moscow, Russia",Russian Federation,NA,N. Christofi,"Pollution Research Unit, Napier University, Edinburgh EH10 5DT, Scotland, UK",United Kingdom of Great Britain and Northern Ireland,NA,FALSE,NA,NA,NA,electric discharge; microbial disinfection; pulsed-plasma; slipping surface discharge (SSD); UV; wastewater,10.2166/wh.2004.0024,iwaponline.com
